作品类型,作品名,评论内容,主题列表,主题,情感代码,情感
电影,青春变形记 Turning Red,"女性视角青春期性喜剧，文化元素非常到位，不过坐实现实背景之后一些细节设定就透出了微妙的虚伪感，例如2002年哪来这么diversity的后街男孩……
导演水平比《夏日友晴天》还要弱一截，问题倒是如出一辙：情感到位却又维持绝对保守，触碰议题但又总不够勇敢，结尾高潮华丽却毫无必要，设定立足于隐喻而故事却本就无需隐喻。并入迪士尼后的皮克斯，依旧在创造新世界，却很少再创造新规则，更多的只是在把幻想向我们早已熟悉的社会和类型片原型上靠而已。","['性与性暴力', '女性情谊与叙事']",性与性暴力;女性情谊与叙事,PH,赞扬
电影,青春变形记 Turning Red,美国动画？披着皮克斯动画风格的纯中国文化，甚至比本土代沟还要保守的那种：祠堂表演，送卫生巾到学校，不许交友，冲到女儿的朋友面前咆哮。这个东西很怪诞，不能说它长得像美国流行动画就可以接受，实际上内核太古老了，甚至都不能够共情。导演对华文化的刻意包装，也许中国人都接受不能，显然是在以移民视角拍给歪果仁看的作品。,['身体自主与容貌'],身体自主与容貌,NN,贬责
电影,奈德 Nyad,靠人格魅力驱动的体育传记片。可能因为导演是“Free Solo”两口子，看的时候总感觉像在看纪录片。戴安娜·奈德以64岁高龄成为横渡古巴-佛罗里达海峡的第一人，贝宁把她的每条皱纹都演出了钢铁意志。电影没有强调奈德的女同身份，但成功登岸后飞舞的彩虹旗让人感受到LGBT的集体荣誉感，我愿称之为今年最好的女同电影。,['LGBTQ+'],LGBTQ+,PA,喜好
电影,奈德 Nyad,用青少年的心理阴影的片段不断在年老后一次又一次在海中拼搏中穿插、闪回，使女主角本身在海中一次又一次挑战的这种枯燥过程变得叙述深刻和生动，把深厚的不带一点情欲的les之间的友谊演绎得令人动容，很多安排的细节非常恰到好处、直击人心，当然，朱迪福斯特和安妮特贝宁的神还原原型人物的精湛演绎也功不可没。虽然影片在一些剪辑衔接处有肉眼可见的硬伤，但这一点也不影响整个故事打动人的力量。尤其最后的真实幕后与花絮。戴安娜作为一名出柜的世界女性运动员，实在太伟大了。,"['性与性暴力', 'LGBTQ+']",性与性暴力;LGBTQ+,PH,赞扬
电影,奈德 Nyad,最好的体育传记片，堪称伟大。Nyad说了三点：第一，永不放弃，不是注重前期准备只待最后一击，她在成功前进行了四次尝试，第五次出发前已经没有媒体关注，但失败不影响她努力；女人在一生中会经历很多伤害，男教练的性侵和父亲的背叛的确是在几十年后想到还会落泪的伤痛，但挫折未阻挡她前进，女人的命运不来自父亲的姓氏，只关乎她个人的意愿。第二，年龄无惧，六十岁完成三十岁的梦想，头脑的成长会弥补身体的衰老，她说别人想要她闭嘴，但她永远坚持表达。第三，成功离不开团队，两个女同性恋不必是恋爱关系，真爱就是一辈子的挚友说出的我爱你；经验丰富的女船长和男领航员，年轻的鲨鱼专家，医疗人员出现黑人男性和亚裔女性，先是感叹编剧考虑的周到，结果在片尾发现真实历史本就如此，女性、性少数群体、少数族裔的贡献和成就不该被忽视。,"['性与性暴力', 'LGBTQ+']",性与性暴力;LGBTQ+,PH,赞扬
电影,奈德 Nyad,65岁女游泳运动员经过5次尝试完成年轻时的遗憾，成功挑战不带鲨笼从古巴游到美国。看完明白了为什么上线流媒体而非影院，不论是画面还是叙事都差口气，猜是预算太有限（所有海底特效都很简朴）。作为一个励志片，结尾没有很激动很受鼓舞，更多是relief。总结问题1️⃣没有呈现为什么完成这个梦想对她这么重要，即使死也要继续；不理解这点我很难认同投入这么多去干这件没什么实质意义的事2️⃣故事讲得太平，没有“征服不可能”的惊心动魄，困难很单一（水母和天气），没有绝处逢生的转折，基本上一出问题就结束了3️⃣节奏问题，缺乏变化和递进，好像4次尝试都是一个难度一个速度，而不是挑出重点细写其他粗略概括4️⃣青年时被教练性侵的支线和主线故事完全融不起来，选择快切闪回形式决定了不可能深讲，但这又不是一个能一笔带过的话,['性与性暴力'],性与性暴力,PH,赞扬
电影,奈德 Nyad,用《127小時》的方式打開運動勵志片，在拍攝片段與紀實片段的交替中，給了電影如同泡在海水中的沉浸感，以五次挑戰激勵觀眾的同時，也回顧了Diana Nyad的一生，只是閃回的回憶難免給人堆疊議題的感受，原生家庭、性侵醜聞、同志身份、失敗往事，又並未進行有效表達，令電影的力量散了。電影中的Diana Nyad在61歲後，四次挑戰失敗，終於在第五次挑戰時成功，電影外的Annette Bening，四次衝奧失敗，而這正好是她的第五次奧斯卡提名，也是她第一次以討奧斯卡喜歡的傳記片提名，片中的表演可謂搏命，每一條皺紋都充滿了力量，雖然兩大前哨獎都未能得獎，依然祝她好運。PS.因為關鍵的夜間9小時觀察日記缺失，Diana Nyad從哈瓦那到佛羅里達的渡海紀錄，一直未被吉尼斯世界紀錄認可。,['性与性暴力'],性与性暴力,PH,赞扬
电影,奈德 Nyad,优秀的女性主义作品，每看到一个镜头一段情节你都会在心里默默喊yes！对味儿！镜头一点没有避讳女性的皱纹，但你感受到的是女性的生命力和坚韧。扳指头数数老年女人当主角的文艺作品能有几个，老年女人绝大多数都是故事里默默无闻的背景板角色吧，在这里她们就是大放光彩的主角——她们是追逐梦想、突破人类极限、创造奇迹的大女主。不想剧透，还没看的强烈推荐一下！,"['性别平等与权利', '女性觉醒与独立', '女性情谊与叙事', '父权与男性凝视', '性与性暴力']",性别平等与权利;女性觉醒与独立;女性情谊与叙事;父权与男性凝视;性与性暴力,PH,赞扬
电影,奈德 Nyad,没有对女同双女主进行过多有关性缘关系的刻画很难得，Nyad说出名字的秘密完成精神上的弑父也很巧妙，但最打动我的是，即使她们是亲密且相互信赖的伙伴，Bonnie也可以决定退出，而Nyad没有强迫她留下也没有放弃自己的挑战。一起成长时是1+1＞2，暂时分开时我们依然是各自独立的人，不是连体婴儿，更不是对方的外置器官,"['性别平等与权利', '女性情谊与叙事', '性与性暴力']",性别平等与权利;女性情谊与叙事;性与性暴力,PB,喜爱
脱口秀,小鹿,前段时间还有人夸我说，小鹿，你也太好笑了，你的结婚段子太炸了。,['婚育与母职'],婚育与母职,NN,贬责
脱口秀,小鹿,我上半年忙结婚，当时婚礼司仪问我说，小鹿女士，无论贫穷还是富有，健康还是疾病，你都愿意对他不离不弃吗，我说，我说就还好。,['婚育与母职'],婚育与母职,PH,赞扬
脱口秀,小鹿,当然，今天说了这么多的宣威火腿，就是希望以后大家再说起这个火腿，不要想到的只是西班牙，只是金华，而是小鹿，我今年段子里讲了我的婚姻，有很多人都很喜欢我，很盼望我能够从一个脱口秀中咖，变成娱乐圈顶流，都希望我能去参加《再见爱人》，很遗憾，去不了，我有自知之明的，我的婚姻问题，太普通了，而我再怎么小题大做，喜剧加工，它也只是个笑话，我就只配做《再见爱人》的观众。,['婚育与母职'],婚育与母职,PB,喜爱
脱口秀,小鹿,现在你发现，这个恋爱结婚离婚都有节目了，但是求离婚这个重要的环节，一直都缺乏相应的仪式感，对吧，所以我觉得，那些真正想离婚的人，也应该精心地去策划一些离婚的惊喜，对吧，那个想离的人也应该去包下一个电影院什么的，对吧，布好局，等那个要被求的人一进场，啪一下音乐开始放起来，（唱）放我一个人生活，请你双手不要再紧握。,['婚育与母职'],婚育与母职,NJ,愤怒
脱口秀,小鹿,然后那个被求的人一脸震惊，向左向右向前看，说什么情况，这哪来的音乐，这时候唰一下全场的灯光亮起来，打向所有的亲朋好友，对亲朋好友一定要到，而且人越多越好，亲朋好友最主要的作用，就跟当年求婚的时候一样，就是震慑住对方，让对方觉得，今天要是不答应，可能就走不了了，这个震慑完毕之后，那个求离婚的人，就缓缓地从黑暗当中走上台，拿出自己事先准备好的A4纸，开始激情喊话，不要脸的王某某，惊不惊喜，刺不刺激，今天是我们，相识八周年的纪念日，八年的时间里，我们从相识相知相恋，到反目成仇，婚后的五年，我一天天地认识到，你是多么的卑鄙、龌龊、自私、懒情、Disgusting (令人厌恶)and so on（等等），和你在一起的每一天都，令人作呕，我多么地希望，你和我一样生不如死，但我忍不了了，我们，离婚吧，你，你愿意吗？,['婚育与母职'],婚育与母职,PA,喜好
脱口秀,小鹿,然后那个被求的人，天呐，太惊喜了，太突然了，不知道应该说什么，这时候所有的亲朋好友站出来，答应他，答应他，答应他，那个被求的人彻底被击垮，说你知道我等这一天等多久了吗，我等了整整五年，我还能说什么呢，当然是，答应你，把手伸出去，然后那个求的人，开始跪在地上，开始拔戒指，结婚这五年，你长胖了多少，好了，这根手指归我了。,['婚育与母职'],婚育与母职,PA,喜好
脱口秀,小鹿,我前两天，把我这个求离婚的创意讲给了我的婚姻搭子听，问他觉得怎么样，他说，就还好，我说中。,['婚育与母职'],婚育与母职,NJ,愤怒
脱口秀,小鹿,我今年，确实是结婚了啊，然后家里人，不出意外就开始催生了啊，在我婚礼当天，我当时还站在外面迎宾啊，我奶奶过来拉着我的手，早点生，我说，现在吗，办完吧，办完后我奶奶又说，这在娘家，你俩住一起不吉利啊，你俩得分开睡，我说奶奶，你还记得孩子是怎么产生的吧，分开睡还早点生，那才是不吉利吧！,['婚育与母职'],婚育与母职,PA,喜好
脱口秀,小鹿,现在家人群里，还有人发那种什么，不生孩子的女人是不完整的，家人们谁懂啊，这话的意思就是，我们没生孩子的女人，都有生理缺陷呗，那是不是应该给我们发津贴发补助，以后公交地铁上应该设置老弱病残孕，不孕女乘客专座，以后黑灯开专场君不见，我开专场，娘不生。,['性别歧视与刻板印象'],性别歧视与刻板印象,NN,贬责
脱口秀,小鹿,现在职场对于女性的这种期待，又完全相反，我闺蜜现在三十二岁，在找新的工作，每一家公司都在面试中给了她亲人般的关怀，关怀就是关心她怀孕的情况，问她，有没有对象，跟对象感情怎么样，有经常在一起吗，这就是性别歧视啊，歧视了男性，因为他们肯定不会问男的这些问题，给这种关怀，一旦给了这种关怀，那男的一定欣喜若狂，稳了，HR（面试官）对我有意思。,"['职场歧视与发展', '性与性暴力', '性别歧视与刻板印象']",职场歧视与发展;性与性暴力;性别歧视与刻板印象,PG,相信
