主体,关系,客体
comment_3163,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3163,涉及主题,性别平等与权利
comment_3163,涉及主题,婚育与母职
comment_3163,涉及主题,女性觉醒与独立
comment_3163,涉及主题,父权与男性凝视
comment_3163,涉及主题,性与性暴力
comment_3164,表达情感,赞扬
comment_3164,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3164,涉及主题,性别平等与权利
comment_3164,涉及主题,婚育与母职
comment_3164,涉及主题,性与性暴力
comment_3165,表达情感,赞扬
comment_3165,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3165,涉及主题,性别平等与权利
comment_3165,涉及主题,身体自主与容貌
comment_3165,涉及主题,性与性暴力
comment_3166,表达情感,赞扬
comment_3166,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3166,涉及主题,性别平等与权利
comment_3166,涉及主题,婚育与母职
comment_3166,涉及主题,性与性暴力
comment_3167,表达情感,赞扬
comment_3167,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3167,涉及主题,性别平等与权利
comment_3167,涉及主题,身体自主与容貌
comment_3167,涉及主题,性与性暴力
comment_3168,表达情感,尊敬
comment_3168,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3168,涉及主题,性与性暴力
comment_3168,涉及主题,婚育与母职
comment_3168,涉及主题,身体自主与容貌
comment_3169,表达情感,贬责
comment_3169,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3169,涉及主题,性别平等与权利
comment_3169,涉及主题,婚育与母职
comment_3169,涉及主题,性与性暴力
comment_3170,表达情感,贬责
comment_3170,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3170,涉及主题,身体自主与容貌
comment_3171,表达情感,赞扬
comment_3171,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3171,涉及主题,性别平等与权利
comment_3171,涉及主题,婚育与母职
comment_3171,涉及主题,身体自主与容貌
comment_3171,涉及主题,性与性暴力
comment_3172,表达情感,贬责
comment_3172,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3172,涉及主题,婚育与母职
comment_3173,表达情感,安心
comment_3173,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3173,涉及主题,婚育与母职
comment_3174,表达情感,恐惧
comment_3174,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3174,涉及主题,性别平等与权利
comment_3174,涉及主题,女性觉醒与独立
comment_3174,涉及主题,LGBTQ+
comment_3175,表达情感,赞扬
comment_3175,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3175,涉及主题,性与性暴力
comment_3175,涉及主题,婚育与母职
comment_3176,表达情感,相信
comment_3176,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3176,涉及主题,性别平等与权利
comment_3176,涉及主题,婚育与母职
comment_3176,涉及主题,女性觉醒与独立
comment_3176,涉及主题,性与性暴力
comment_3177,表达情感,赞扬
comment_3177,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3177,涉及主题,性别平等与权利
comment_3177,涉及主题,性别歧视与刻板印象
comment_3177,涉及主题,女性觉醒与独立
comment_3177,涉及主题,性与性暴力
comment_3178,表达情感,尊敬
comment_3178,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3178,涉及主题,婚育与母职
comment_3179,表达情感,贬责
comment_3179,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3179,涉及主题,性与性暴力
comment_3179,涉及主题,婚育与母职
comment_3180,表达情感,贬责
comment_3180,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3180,涉及主题,性别平等与权利
comment_3180,涉及主题,身体自主与容貌
comment_3180,涉及主题,性与性暴力
comment_3181,表达情感,尊敬
comment_3181,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3181,涉及主题,性别平等与权利
comment_3181,涉及主题,女性觉醒与独立
comment_3181,涉及主题,性与性暴力
comment_3182,表达情感,贬责
comment_3182,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3182,涉及主题,性别暴力与家暴
comment_3182,涉及主题,性别平等与权利
comment_3182,涉及主题,婚育与母职
comment_3182,涉及主题,性与性暴力
comment_3183,表达情感,贬责
comment_3183,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3183,涉及主题,性别平等与权利
comment_3183,涉及主题,婚育与母职
comment_3183,涉及主题,性与性暴力
comment_3184,表达情感,喜好
comment_3184,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3184,涉及主题,身体自主与容貌
comment_3185,表达情感,赞扬
comment_3185,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3185,涉及主题,性别平等与权利
comment_3185,涉及主题,身体自主与容貌
comment_3185,涉及主题,性与性暴力
comment_3186,表达情感,尊敬
comment_3186,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3186,涉及主题,性与性暴力
comment_3186,涉及主题,婚育与母职
comment_3187,表达情感,赞扬
comment_3187,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3187,涉及主题,性与性暴力
comment_3187,涉及主题,婚育与母职
comment_3188,表达情感,悲伤
comment_3188,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3188,涉及主题,性与性暴力
comment_3188,涉及主题,婚育与母职
comment_3189,表达情感,赞扬
comment_3189,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3189,涉及主题,性与性暴力
comment_3189,涉及主题,婚育与母职
comment_3190,表达情感,贬责
comment_3190,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3190,涉及主题,性别平等与权利
comment_3190,涉及主题,婚育与母职
comment_3190,涉及主题,性与性暴力
comment_3191,表达情感,贬责
comment_3191,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3191,涉及主题,性与性暴力
comment_3191,涉及主题,婚育与母职
comment_3191,涉及主题,父权与男性凝视
comment_3191,涉及主题,身体自主与容貌
comment_3192,表达情感,贬责
comment_3192,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3192,涉及主题,性与性暴力
comment_3192,涉及主题,身体自主与容貌
comment_3193,表达情感,贬责
comment_3193,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3193,涉及主题,性别平等与权利
comment_3193,涉及主题,婚育与母职
comment_3193,涉及主题,女性情谊与叙事
comment_3193,涉及主题,性与性暴力
comment_3194,表达情感,贬责
comment_3194,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3194,涉及主题,性别平等与权利
comment_3195,表达情感,贬责
comment_3195,评论对象,推翻罗诉韦德案 Reversing Roe(电影)
comment_3195,涉及主题,性别平等与权利
comment_3195,涉及主题,婚育与母职
comment_3195,涉及主题,性与性暴力
comment_3196,表达情感,赞扬
comment_3196,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3196,涉及主题,性别平等与权利
comment_3196,涉及主题,女性觉醒与独立
comment_3196,涉及主题,性与性暴力
comment_3197,表达情感,烦闷
comment_3197,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3197,涉及主题,性别平等与权利
comment_3197,涉及主题,性与性暴力
comment_3198,表达情感,烦闷
comment_3198,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3198,涉及主题,婚育与母职
comment_3199,表达情感,赞扬
comment_3199,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3199,涉及主题,婚育与母职
comment_3199,涉及主题,女性情谊与叙事
comment_3200,表达情感,赞扬
comment_3200,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3200,涉及主题,性别平等与权利
comment_3200,涉及主题,女性觉醒与独立
comment_3201,表达情感,安心
comment_3201,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3201,涉及主题,性别平等与权利
comment_3201,涉及主题,婚育与母职
comment_3201,涉及主题,性与性暴力
comment_3202,表达情感,贬责
comment_3202,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3202,涉及主题,性别平等与权利
comment_3202,涉及主题,女性觉醒与独立
comment_3202,涉及主题,父权与男性凝视
comment_3203,表达情感,烦闷
comment_3203,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3203,涉及主题,性别平等与权利
comment_3203,涉及主题,女性觉醒与独立
comment_3203,涉及主题,性与性暴力
comment_3204,表达情感,贬责
comment_3204,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3204,涉及主题,性别平等与权利
comment_3204,涉及主题,女性觉醒与独立
comment_3204,涉及主题,性与性暴力
comment_3205,表达情感,贬责
comment_3205,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3205,涉及主题,性别平等与权利
comment_3205,涉及主题,女性觉醒与独立
comment_3205,涉及主题,性与性暴力
comment_3206,表达情感,贬责
comment_3206,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3206,涉及主题,性与性暴力
comment_3206,涉及主题,婚育与母职
comment_3207,表达情感,相信
comment_3207,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3207,涉及主题,性别平等与权利
comment_3207,涉及主题,婚育与母职
comment_3207,涉及主题,女性觉醒与独立
comment_3207,涉及主题,父权与男性凝视
comment_3207,涉及主题,性与性暴力
comment_3208,表达情感,贬责
comment_3208,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3208,涉及主题,性别平等与权利
comment_3208,涉及主题,女性觉醒与独立
comment_3208,涉及主题,性与性暴力
comment_3209,表达情感,喜爱
comment_3209,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3209,涉及主题,性别平等与权利
comment_3209,涉及主题,女性觉醒与独立
comment_3209,涉及主题,女性情谊与叙事
comment_3209,涉及主题,性与性暴力
comment_3210,表达情感,贬责
comment_3210,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3210,涉及主题,性别平等与权利
comment_3210,涉及主题,女性觉醒与独立
comment_3210,涉及主题,父权与男性凝视
comment_3210,涉及主题,性与性暴力
comment_3211,表达情感,喜爱
comment_3211,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3211,涉及主题,性别平等与权利
comment_3211,涉及主题,性别歧视与刻板印象
comment_3211,涉及主题,女性觉醒与独立
comment_3211,涉及主题,性与性暴力
comment_3212,表达情感,赞扬
comment_3212,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3212,涉及主题,性别平等与权利
comment_3212,涉及主题,女性觉醒与独立
comment_3212,涉及主题,性与性暴力
comment_3213,表达情感,赞扬
comment_3213,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3213,涉及主题,性别平等与权利
comment_3213,涉及主题,性与性暴力
comment_3214,表达情感,贬责
comment_3214,评论对象,世界上最糟糕的人 Verdens verste menneske(电影)
comment_3214,涉及主题,性别平等与权利
comment_3214,涉及主题,女性觉醒与独立
comment_3215,表达情感,贬责
comment_3215,评论对象,被投石处死的索拉雅·M The Stoning of Soraya M.(电影)
comment_3215,涉及主题,性别平等与权利
comment_3216,表达情感,赞扬
comment_3216,评论对象,被投石处死的索拉雅·M The Stoning of Soraya M.(电影)
comment_3216,涉及主题,性别平等与权利
comment_3216,涉及主题,婚育与母职
comment_3217,表达情感,相信
comment_3217,评论对象,被投石处死的索拉雅·M The Stoning of Soraya M.(电影)
comment_3217,涉及主题,性别平等与权利
comment_3217,涉及主题,女性觉醒与独立
comment_3218,表达情感,贬责
comment_3218,评论对象,被投石处死的索拉雅·M The Stoning of Soraya M.(电影)
comment_3218,涉及主题,性别平等与权利
comment_3218,涉及主题,女性觉醒与独立
comment_3219,表达情感,赞扬
comment_3219,评论对象,早间主播 Morning Glory(电影)
comment_3219,涉及主题,性别平等与权利
comment_3219,涉及主题,女性觉醒与独立
comment_3219,涉及主题,性与性暴力
comment_3220,表达情感,赞扬
comment_3220,评论对象,早间主播 Morning Glory(电影)
comment_3220,涉及主题,性与性暴力
comment_3220,涉及主题,女性情谊与叙事
comment_3221,表达情感,赞扬
comment_3221,评论对象,摇摇晃晃的人间(电影)
comment_3221,涉及主题,婚育与母职
comment_3222,表达情感,赞扬
comment_3222,评论对象,摇摇晃晃的人间(电影)
comment_3222,涉及主题,婚育与母职
comment_3223,表达情感,赞扬
comment_3223,评论对象,摇摇晃晃的人间(电影)
comment_3223,涉及主题,性别平等与权利
comment_3223,涉及主题,女性觉醒与独立
comment_3223,涉及主题,性与性暴力
comment_3224,表达情感,赞扬
comment_3224,评论对象,摇摇晃晃的人间(电影)
comment_3224,涉及主题,婚育与母职
comment_3225,表达情感,贬责
comment_3225,评论对象,摇摇晃晃的人间(电影)
comment_3225,涉及主题,婚育与母职
comment_3226,表达情感,愤怒
comment_3226,评论对象,摇摇晃晃的人间(电影)
comment_3226,涉及主题,婚育与母职
comment_3227,表达情感,赞扬
comment_3227,评论对象,摇摇晃晃的人间(电影)
comment_3227,涉及主题,婚育与母职
